Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

ADDRESS: If   <| LA |>   had   --   [1155 N LA BREA AVENUE]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| association |>   as   --   [ASSOCIATION OF IL ELECTRIC]  {aiec.coop} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: clinic   <| for |>   a   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: 6-32   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: provide   <| higher |>   education   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: As   <| a |>   result   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: s   <| higher |>   education   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: style   <| construction |>   projects   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| Alabama |>   Latino   --   [AIDS ALABAMA]  {aidsalabama.org} REASON:ONLY_ONE_WORD    Occurrence: 11
ADDRESS: 1400   <| S. |>   Austin   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: Kit   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: ’   <| s |>   body   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: 410   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 40
COMPANY: a   <| school |>   in   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| Grove |>   and   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   One   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: ’   <| S |>   HOUSE   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Cutter   <| W |>   /   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: aviation   <| title |>   ,   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| American |>   International   --   [AMERICAN INTERCONTINENTAL]  {aici-ho.com} REASON:ONLY_ONE_WORD    Occurrence: 3
COMPANY: Systems   <| Design |>   and   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Montessori |>   Classes   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| FOR |>   MORE   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIFS |>   Corporate   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 2
COMPANY: to   <| Aidan |>   :   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Spring   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: First   <| Aid |>   ,   --   [AID FIRST]  {aidfirst.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
CONTACT: President   <| Joe |>   Kinczel   --   [Joe Kimczel]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
COMPANY: With   <| Aida ’ s embroidery and printing |>   ,   --   [AIDA EMBROIDERY AND PRINTING]  {aidae.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY:    <| AIDS |>   can   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: impaired   <| for |>   college   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| american cancer |>   uploaded   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 2
ADDRESS: /   <| S |>   Nonlocking   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: living   <| memorial |>   for   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: (   <| construction |>   )   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| Grove |>   was   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Pacific   <| Inc |>   .   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: provide   <| legal |>   assistance   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: million   <| for |>   innovative   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: 82   <| Winter Sport |>   Lane   --   [50 WINTER SPORT LN]  {aidcvt.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY:    <| Insurance |>   company   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: the   <| Grove |>      --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 9
COMPANY: free   <| insurance |>   quote   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIDS |>   Waiver   --   [AIDS FOUNDATION OF CHICAGO]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: now   <| for |>   you   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIDS Alliance |>   and   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: Tamperproof   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
ADDRESS: Screw   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1412
COMPANY: /   <| AIDS |>   and   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: '   <| s |>   contribution   --   [2801 S UNIVERSITY AVENUE]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 11
COMPANY: an   <| audio |>   engineer   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Study   <| Abroad |>      --   [9 W BROAD STREET # 7]  {aifs.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 9
COMPANY: Digital   <| Audio |>   Workstation   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIH |>   provides   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Threaded   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: Life   <| Insurance |>      --   [ALABAMA INSURANCE EXCHANGE INCORPORATION]  {aieins.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
ADDRESS: 14th   <| St |>   NW   --   [101 KROG STREET NE]  {aidsquilt.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
COMPANY: Digital   <| Audio |>   Editing   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: your   <| insurance |>   .   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Aids Alliance |>   –   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 2
COMPANY:    <| AIDS Alliance |>   Joins   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: a   <| new |>   mid-level   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: issuing   <| Title |>   Reports   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Taylor   <| AIDS |>   Foundation   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: /   <| AIDS |>   across   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Mr.   <| Aihama |>   maintains   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 302   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 16
COMPANY: ,   <| arizona |>   fasteners   --   [ARIZONA INDUSTRIAL HARDWARE]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Post   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: airplane   <| title |>   ,   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| Arizona |>   .   --   [ARIZONA INDUSTRIAL HARDWARE]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Free   <| insurance |>   quote   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: general   <| construction |>   company   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: poultry   <| sausage |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: /   <| S |>   Passivated   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 322
COMPANY: a   <| school – for |>   the   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: aircraft   <| title |>   ,   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Many   <| women |>   who   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Logo   <| Embroidery |>   on   --   [AIDA EMBROIDERY AND PRINTING]  {aidae.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: President   <| for |>   Institutional   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: responsible   <| for |>   managing   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIFS |>   Sydney   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: Rod   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: than   <| a |>   distribution   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| industrial |>   and   --   [AMERICAN INDUSTRIAL CONTRACTIN]  {aicpittsburgh.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Zero   <| AIDS |>   related   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: your   <| hardware |>   objectives   --   [ARIZONA INDUSTRIAL HARDWARE]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: ’   <| s |>   supply   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS:    <| New |>   Mid-level   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| Montessori |>   vs   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: future   <| for |>   the   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Round   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: searching   <| for |>   a   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: future   <| for |>   yourself   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: of   <| New York |>   and   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: the   <| legal |>   director   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: notable   <| for |>   its   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Insurance |>   Groups   --   [ALABAMA INSURANCE EXCHANGE INCORPORATION]  {aieins.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Maplewood   <| Ave |>      --   [1 JUNKINS AVENUE # 4]  {aidsresponse.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Pt   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 212
ADDRESS: /   <| S |>   Self   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Pusher   <| W |>   /   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Systems   <| Design |>   &   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDP |>   Announces   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 2
ADDRESS: Rivet   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: ,   <| Aidan |>   is   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: confirms   <| AIDP |>   is   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: forum   <| for |>   consumers   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIFS |>   Bonn   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: medication   <| for |>   pain   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: with   <| AIH |>      --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: A4-70   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 150
COMPANY: the   <| American |>   Academy   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Child   <| Health |>      --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 33
ADDRESS: ’   <| s |>   veins   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Native   <| American |>   college   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Tribal   <| higher |>   education   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| Council |>   –   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: is   <| a |>   30   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: exciting   <| new |>   way   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: life   <| insurance |>   too   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Hi-Low   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Many   <| women |>   would   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS:    <| La |>   Rue   --   [1155 N LA BREA AVENUE]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: (   <| NAME |>   ,   --   [NAMES PROJECT FOUNDATION]  {aidsquilt.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| TITLE |>   SERVICES   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: of   <| AIC |>   as   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
ADDRESS: '   <| s |>   not   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: by   <| AIDS |>   .   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Spacer   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
ADDRESS: via   <| W. |>   27th   --   [813 W NORTHERN LIGHTS BLVD]  {aidea.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: ``   <| W |>   ,   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: available   <| for |>   medical   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: the   <| University |>   '   --   [2801 S UNIVERSITY AVENUE]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 11
COMPANY: free   <| legal |>   clinics   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: |   <| Auto |>   Home   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: /   <| S |>   A286   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: Pediatric   <| AIDS Chicago |>   Prevention   --   [AIDS FOUNDATION OF CHICAGO]  {aidschicago.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: responsible   <| for |>   compliance   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: across   <| Indian |>   Country   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Instructional   <| Resource Center |>   (   --   [LIBRARY AND RESOURCE CENTER]  {aidb.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 6
COMPANY: your   <| Title |>   Search   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: '   <| s |>      --   [2801 S UNIVERSITY AVENUE]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Knob   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: of   <| Task |>   Force   --   [SOUTHERN NHHIV-AIDS TASK]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Italian Restaurant |>   in   --   [AIELLO 'S ITALIAN RESTAURANT]  {aiellosrestaurant.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: /   <| S |>   Type   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: information   <| for |>   you   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: of   <| America |>   Chicago   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
ADDRESS: ’   <| s |>   degree   --   [411 S WELLS STREET # 300]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: The   <| Task |>   Force   --   [SOUTHERN NHHIV-AIDS TASK]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ``   <| Aidex |>   Corporation   --   [AIDEX CORP]  {aidex.com} REASON:ONLY_ONE_WORD    Occurrence: 2
COMPANY:    <| AIFS |>   Customized   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 3
ADDRESS: ’   <| s |>   Safety   --   [6460 S 6TH STREET ROAD]  {aiec.coop} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: /   <| s |>      --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: 1901   <| W Harrison St |>   Chicago   --   [188 W RANDOLPH STREET # 2400]  {aidslegal.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: About   <| AIFS |>      --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: |   <| AIDP |>      --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 8
COMPANY:    <| Energy |>   Development   --   [ENERGY AUTHORITY]  {aidea.org} REASON:ONLY_ONE_WORD    Occurrence: 6
ADDRESS: Cap   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
COMPANY: issuing   <| title |>   policies   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: fluent   <| in |>   Office   --   [ADVENTURES IN CREATIVITY]  {aiconline.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Native   <| American higher |>   education   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: of   <| American Indian |>   tribes   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: to   <| AIFS |>   policies   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: within   <| AIC |>   .   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: in   <| health |>   workforce   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: to   <| Indians |>      --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: '   <| s |>   Story   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: choice   <| for |>   the   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
